,Default Spread (BofA High Yield OAS)
2022-09,5.07
2022-09,4.98
2022-09,4.97
2022-09,4.8
2022-09,4.57
2022-09,4.5
2022-09,4.68
2022-09,4.74
2022-09,4.77
2022-09,5.0
2022-09,4.88
2022-09,4.88
2022-09,4.87
2022-09,4.91
2022-09,5.12
2022-09,5.18
2022-09,5.22
2022-09,5.47
2022-09,5.5
2022-09,5.43
2022-10,5.43
2022-10,5.12
2022-10,5.09
2022-10,4.95
2022-10,5.02
2022-10,5.03
2022-10,5.25
2022-10,5.31
2022-10,5.25
2022-10,5.15
2022-10,5.04
2022-10,4.95
2022-10,4.97
2022-10,4.89
2022-10,4.99
2022-10,4.91
2022-10,4.88
2022-10,4.8
2022-10,4.76
2022-10,4.54
2022-10,4.63
2022-11,4.61
2022-11,4.62
2022-11,4.81
2022-11,4.77
2022-11,4.71
2022-11,4.79
2022-11,4.99
2022-11,4.8
2022-11,4.81
2022-11,4.67
2022-11,4.64
2022-11,4.71
2022-11,4.75
2022-11,4.65
2022-11,4.64
2022-11,4.57
2022-11,4.51
2022-11,4.51
2022-11,4.52
2022-11,4.63
2022-11,4.63
2022-11,4.55
2022-12,4.48
2022-12,4.5
2022-12,4.43
2022-12,4.57
2022-12,4.68
2022-12,4.55
2022-12,4.46
2022-12,4.4
2022-12,4.34
2022-12,4.37
2022-12,4.54
2022-12,4.67
2022-12,4.67
2022-12,4.68
2022-12,4.56
2022-12,4.61
2022-12,4.59
2022-12,
2022-12,4.55
2022-12,4.77
2022-12,4.81
2022-12,4.79
2022-12,4.81
2023-01,
2023-01,4.7
2023-01,4.62
2023-01,4.58
2023-01,4.47
2023-01,4.37
2023-01,4.33
2023-01,4.3
2023-01,4.29
2023-01,4.21
2023-01,4.19
2023-01,4.19
2023-01,4.25
2023-01,4.39
2023-01,4.35
2023-01,4.27
2023-01,4.33
2023-01,4.35
2023-01,4.24
2023-01,4.23
2023-01,4.26
2023-01,4.3
2023-02,4.31
2023-02,3.94
2023-02,3.95
2023-02,3.99
2023-02,3.99
2023-02,4.07
2023-02,4.05
2023-02,4.24
2023-02,4.23
2023-02,4.15
2023-02,4.18
2023-02,4.24
2023-02,4.38
2023-02,4.38
2023-02,4.49
2023-02,4.41
2023-02,4.3
2023-02,4.28
2023-02,4.21
2023-02,4.22
2023-03,4.17
2023-03,4.18
2023-03,4.05
2023-03,3.97
2023-03,3.98
2023-03,4.09
2023-03,4.27
2023-03,4.61
2023-03,5.03
2023-03,4.74
2023-03,5.2
2023-03,4.93
2023-03,5.17
2023-03,5.15
2023-03,4.85
2023-03,5.0
2023-03,5.1
2023-03,5.22
2023-03,5.03
2023-03,5.01
2023-03,4.83
2023-03,4.74
2023-03,4.58
2023-04,4.58
2023-04,4.73
2023-04,4.84
2023-04,4.84
2023-04,
2023-04,4.7
2023-04,4.63
2023-04,4.62
2023-04,4.49
2023-04,4.43
2023-04,4.41
2023-04,4.37
2023-04,4.41
2023-04,4.54
2023-04,4.46
2023-04,4.48
2023-04,4.64
2023-04,4.63
2023-04,4.48
2023-04,4.5
2023-04,4.53
2023-05,4.45
2023-05,4.7
2023-05,4.79
2023-05,4.95
2023-05,4.77
2023-05,4.72
2023-05,4.74
2023-05,4.78
2023-05,4.81
2023-05,4.76
2023-05,4.77
2023-05,4.79
2023-05,4.75
2023-05,4.69
2023-05,4.62
2023-05,4.54
2023-05,4.6
2023-05,4.68
2023-05,4.58
2023-05,4.53
2023-05,4.54
2023-05,4.58
2023-05,4.69
2023-06,4.65
2023-06,4.37
2023-06,4.39
2023-06,4.39
2023-06,4.33
2023-06,4.39
2023-06,4.29
2023-06,4.34
2023-06,4.18
2023-06,4.18
2023-06,4.21
2023-06,4.15
2023-06,4.15
2023-06,4.22
2023-06,4.32
2023-06,4.3
2023-06,4.4
2023-06,4.45
2023-06,4.3
2023-06,4.27
2023-06,4.14
2023-06,4.05
2023-07,3.99
2023-07,3.99
2023-07,4.01
2023-07,4.1
2023-07,4.08
2023-07,4.13
2023-07,4.05
2023-07,3.95
2023-07,3.97
2023-07,3.9
2023-07,3.97
2023-07,3.9
2023-07,3.89
2023-07,3.9
2023-07,3.89
2023-07,3.82
2023-07,3.84
2023-07,3.91
2023-07,3.78
2023-07,3.82
2023-07,3.79
2023-08,3.82
2023-08,3.96
2023-08,3.98
2023-08,4.01
2023-08,3.97
2023-08,4.0
2023-08,3.94
2023-08,3.83
2023-08,3.83
2023-08,3.79
2023-08,3.85
2023-08,3.81
2023-08,3.95
2023-08,4.02
2023-08,3.97
2023-08,3.93
2023-08,3.92
2023-08,3.91
2023-08,3.9
2023-08,3.86
2023-08,3.87
2023-08,3.8
2023-08,3.85
2023-09,3.81
2023-09,3.81
2023-09,3.83
2023-09,3.86
2023-09,3.9
2023-09,3.85
2023-09,3.82
2023-09,3.84
2023-09,3.85
2023-09,3.78
2023-09,3.79
2023-09,3.82
2023-09,3.82
2023-09,3.77
2023-09,3.89
2023-09,3.93
2023-09,3.97
2023-09,4.04
2023-09,4.03
2023-09,4.09
2023-09,4.03
2023-09,4.03
2023-10,4.11
2023-10,4.26
2023-10,4.37
2023-10,4.38
2023-10,4.33
2023-10,4.34
2023-10,4.26
2023-10,4.25
2023-10,4.25
2023-10,4.3
2023-10,4.27
2023-10,4.25
2023-10,4.32
2023-10,4.37
2023-10,4.52
2023-10,4.51
2023-10,4.41
2023-10,4.37
2023-10,4.5
2023-10,4.53
2023-10,4.5
2023-10,4.42
2023-11,4.47
2023-11,4.15
2023-11,4.04
2023-11,4.0
2023-11,4.08
2023-11,4.08
2023-11,4.04
2023-11,4.03
2023-11,4.03
2023-11,3.92
2023-11,3.89
2023-11,4.02
2023-11,3.99
2023-11,3.92
2023-11,3.95
2023-11,3.9
2023-11,3.9
2023-11,3.85
2023-11,3.89
2023-11,3.9
2023-11,3.8
2023-11,3.84
2023-12,3.87
2023-12,3.8
2023-12,3.8
2023-12,3.79
2023-12,3.77
2023-12,3.75
2023-12,3.79
2023-12,3.76
2023-12,3.79
2023-12,3.47
2023-12,3.51
2023-12,3.51
2023-12,3.46
2023-12,3.43
2023-12,3.41
2023-12,3.39
2023-12,
2023-12,3.37
2023-12,3.34
2023-12,3.32
2023-12,3.34
2023-12,3.39
2024-01,
2024-01,3.54
2024-01,3.71
2024-01,3.69
2024-01,3.68
2024-01,3.63
2024-01,3.59
2024-01,3.5
2024-01,3.55
2024-01,3.56
2024-01,3.54
2024-01,3.58
2024-01,3.62
2024-01,3.58
2024-01,3.54
2024-01,3.49
2024-01,3.51
2024-01,3.44
2024-01,3.45
2024-01,3.39
2024-01,3.41
2024-01,3.42
2024-01,3.59
2024-02,3.56
2024-02,3.47
2024-02,3.5
2024-02,3.52
2024-02,3.43
2024-02,3.38
2024-02,3.33
2024-02,3.35
2024-02,3.36
2024-02,3.38
2024-02,3.35
2024-02,3.34
2024-02,3.34
2024-02,3.37
2024-02,3.34
2024-02,3.22
2024-02,3.23
2024-02,3.23
2024-02,3.26
2024-02,3.31
2024-02,3.29
2024-03,3.32
2024-03,3.26
2024-03,3.31
2024-03,3.27
2024-03,3.27
2024-03,3.26
2024-03,3.26
2024-03,3.2
2024-03,3.15
2024-03,3.15
2024-03,3.16
2024-03,3.13
2024-03,3.1
2024-03,3.14
2024-03,3.05
2024-03,3.08
2024-03,3.11
2024-03,3.15
2024-03,3.15
2024-03,3.12
2024-03,
2024-03,3.15
2024-04,3.12
2024-04,3.23
2024-04,3.23
2024-04,3.24
2024-04,3.18
2024-04,3.15
2024-04,3.14
2024-04,3.1
2024-04,3.16
2024-04,3.25
2024-04,3.28
2024-04,3.36
2024-04,3.42
2024-04,3.39
2024-04,3.37
2024-04,3.29
2024-04,3.2
2024-04,3.19
2024-04,3.24
2024-04,3.16
2024-04,3.12
2024-04,3.18
2024-05,3.21
2024-05,3.16
2024-05,3.08
2024-05,3.03
2024-05,3.06
2024-05,3.1
2024-05,3.14
2024-05,3.12
2024-05,3.14
2024-05,3.14
2024-05,3.13
2024-05,3.08
2024-05,3.09
2024-05,3.07
2024-05,3.07
2024-05,3.11
2024-05,3.1
2024-05,3.11
2024-05,3.12
2024-05,3.09
2024-05,3.15
2024-05,3.19
2024-05,3.2
2024-06,3.17
2024-06,3.22
2024-06,3.2
2024-06,3.2
2024-06,3.15
2024-06,3.15
2024-06,3.19
2024-06,3.09
2024-06,3.2
2024-06,3.29
2024-06,3.26
2024-06,3.24
2024-06,3.24
2024-06,3.23
2024-06,3.21
2024-06,3.19
2024-06,3.19
2024-06,3.18
2024-06,3.21
2024-06,3.18
2024-06,3.21
2024-07,3.21
2024-07,3.23
2024-07,3.25
2024-07,3.25
2024-07,3.27
2024-07,3.2
2024-07,3.21
2024-07,3.17
2024-07,3.18
2024-07,3.19
2024-07,3.13
2024-07,3.08
2024-07,3.09
2024-07,3.09
2024-07,3.09
2024-07,3.05
2024-07,3.02
2024-07,3.1
2024-07,3.08
2024-07,3.1
2024-07,3.13
2024-07,3.2
2024-07,3.25
2024-08,3.35
2024-08,3.72
2024-08,3.93
2024-08,3.67
2024-08,3.57
2024-08,3.48
2024-08,3.49
2024-08,3.52
2024-08,3.54
2024-08,3.46
2024-08,3.31
2024-08,3.29
2024-08,3.21
2024-08,3.25
2024-08,3.27
2024-08,3.21
2024-08,3.19
2024-08,3.15
2024-08,3.17
2024-08,3.19
2024-08,3.15
2024-08,3.13
2024-08,3.17
2024-09,3.17
2024-09,3.31
2024-09,3.35
2024-09,3.29
2024-09,3.39
2024-09,3.36
2024-09,3.46
2024-09,3.44
2024-09,3.39
2024-09,3.37
2024-09,3.32
2024-09,3.25
2024-09,3.21
2024-09,3.1
2024-09,3.15
2024-09,3.15
2024-09,3.21
2024-09,3.19
2024-09,3.14
2024-09,3.14
2024-09,3.03
2024-10,3.07
2024-10,3.06
2024-10,3.04
2024-10,2.89
2024-10,2.95
2024-10,2.99
2024-10,2.94
2024-10,2.99
2024-10,2.98
2024-10,2.97
2024-10,2.93
2024-10,2.9
2024-10,2.89
2024-10,2.88
2024-10,2.88
2024-10,2.92
2024-10,2.95
2024-10,2.93
2024-10,2.89
2024-10,2.82
2024-10,2.85
2024-10,2.8
2024-10,2.88
2024-11,2.83
2024-11,2.87
2024-11,2.86
2024-11,2.74
2024-11,2.73
2024-11,2.63
2024-11,2.63
2024-11,2.61
2024-11,2.64
2024-11,2.6
2024-11,2.72
2024-11,2.72
2024-11,2.69
2024-11,2.67
2024-11,2.61
2024-11,2.61
2024-11,2.64
2024-11,2.68
2024-11,2.69
2024-11,2.69
2024-11,2.72
2024-11,2.74
2024-12,2.68
2024-12,2.66
2024-12,2.66
2024-12,2.66
2024-12,2.67
2024-12,2.67
2024-12,2.67
2024-12,2.64
2024-12,2.66
2024-12,2.68
2024-12,2.69
2024-12,2.75
2024-12,2.73
2024-12,2.91
2024-12,2.86
2024-12,2.85
2024-12,2.86
2024-12,
2024-12,2.86
2024-12,2.84
2024-12,2.94
2024-12,2.92
2025-01,
2025-01,2.88
2025-01,2.81
2025-01,2.76
2025-01,2.79
2025-01,2.84
2025-01,2.82
2025-01,2.81
2025-01,2.85
2025-01,2.8
2025-01,2.72
2025-01,2.73
2025-01,2.64
2025-01,2.64
2025-01,2.61
2025-01,2.59
2025-01,2.61
2025-01,2.6
2025-01,2.66
2025-01,2.66
2025-01,2.68
2025-01,2.67
2025-01,2.68
2025-02,2.73
2025-02,2.71
2025-02,2.69
2025-02,2.66
2025-02,2.67
2025-02,2.66
2025-02,2.66
2025-02,2.65
2025-02,2.65
2025-02,2.62
2025-02,2.62
2025-02,2.62
2025-02,2.68
2025-02,2.66
2025-02,2.78
2025-02,2.78
2025-02,2.84
2025-02,2.81
2025-02,2.81
2025-02,2.87
2025-03,2.94
2025-03,2.99
2025-03,2.88
2025-03,2.99
2025-03,2.97
2025-03,3.16
2025-03,3.22
2025-03,3.2
2025-03,3.4
2025-03,3.25
2025-03,3.18
2025-03,3.23
2025-03,3.19
2025-03,3.17
2025-03,3.21
2025-03,3.05
2025-03,3.09
2025-03,3.19
2025-03,3.27
2025-03,3.47
2025-03,3.55
2025-04,3.5
2025-04,3.42
2025-04,4.01
2025-04,4.45
2025-04,4.61
2025-04,4.57
2025-04,4.37
2025-04,4.42
2025-04,4.26
2025-04,4.14
2025-04,4.09
2025-04,4.16
2025-04,4.02
2025-04,
2025-04,4.16
2025-04,3.99
2025-04,3.75
2025-04,3.73
2025-04,3.67
2025-04,3.73
2025-04,3.74
2025-04,3.94
2025-05,3.78
2025-05,3.6
2025-05,3.6
2025-05,3.66
2025-05,3.67
2025-05,3.51
2025-05,3.53
2025-05,3.15
2025-05,3.09
2025-05,3.1
2025-05,3.2
2025-05,3.16
2025-05,3.21
2025-05,3.2
2025-05,3.25
2025-05,3.32
2025-05,3.4
2025-05,3.4
2025-05,3.24
2025-05,3.23
