,Defaut Spread (BofA EU High Yield)
2022-08,5.53
2022-09,5.72
2022-09,5.75
2022-09,5.85
2022-09,5.78
2022-09,5.75
2022-09,5.51
2022-09,5.43
2022-09,5.35
2022-09,5.34
2022-09,5.45
2022-09,5.4
2022-09,5.48
2022-09,5.48
2022-09,5.43
2022-09,5.5
2022-09,5.48
2022-09,5.55
2022-09,5.73
2022-09,5.71
2022-09,6.03
2022-09,6.13
2022-09,6.25
2022-10,6.4
2022-10,6.11
2022-10,6.02
2022-10,5.97
2022-10,6.0
2022-10,6.07
2022-10,6.24
2022-10,6.29
2022-10,6.31
2022-10,6.2
2022-10,6.19
2022-10,6.09
2022-10,6.02
2022-10,6.06
2022-10,6.13
2022-10,6.13
2022-10,6.1
2022-10,6.01
2022-10,6.0
2022-10,5.88
2022-10,5.8
2022-11,5.74
2022-11,5.74
2022-11,5.78
2022-11,5.66
2022-11,5.54
2022-11,5.48
2022-11,5.53
2022-11,5.47
2022-11,5.11
2022-11,5.08
2022-11,5.09
2022-11,5.2
2022-11,5.24
2022-11,5.24
2022-11,5.23
2022-11,5.17
2022-11,5.08
2022-11,5.0
2022-11,4.92
2022-11,4.94
2022-11,5.03
2022-11,5.06
2022-12,5.06
2022-12,5.0
2022-12,4.99
2022-12,5.06
2022-12,5.14
2022-12,5.14
2022-12,5.09
2022-12,5.09
2022-12,5.04
2022-12,5.01
2022-12,4.87
2022-12,5.0
2022-12,5.04
2022-12,5.07
2022-12,5.07
2022-12,5.02
2022-12,4.98
2022-12,
2022-12,4.92
2022-12,4.93
2022-12,4.97
2022-12,4.94
2022-12,4.98
2023-01,
2023-01,4.9
2023-01,4.86
2023-01,4.83
2023-01,4.85
2023-01,4.73
2023-01,4.68
2023-01,4.67
2023-01,4.62
2023-01,4.53
2023-01,4.49
2023-01,4.56
2023-01,4.5
2023-01,4.5
2023-01,4.46
2023-01,4.45
2023-01,4.47
2023-01,4.47
2023-01,4.4
2023-01,4.36
2023-01,4.33
2023-01,4.41
2023-02,4.35
2023-02,4.29
2023-02,4.18
2023-02,4.15
2023-02,4.15
2023-02,4.08
2023-02,4.07
2023-02,4.09
2023-02,4.12
2023-02,4.07
2023-02,4.08
2023-02,4.05
2023-02,4.12
2023-02,4.12
2023-02,4.18
2023-02,4.29
2023-02,4.24
2023-02,4.18
2023-02,4.16
2023-02,4.21
2023-03,4.15
2023-03,4.2
2023-03,4.14
2023-03,4.01
2023-03,4.0
2023-03,4.03
2023-03,4.08
2023-03,4.4
2023-03,4.81
2023-03,4.63
2023-03,5.14
2023-03,5.06
2023-03,5.22
2023-03,5.5
2023-03,5.05
2023-03,4.9
2023-03,5.06
2023-03,5.23
2023-03,5.11
2023-03,5.03
2023-03,4.95
2023-03,4.77
2023-03,4.74
2023-04,4.77
2023-04,4.75
2023-04,4.9
2023-04,4.89
2023-04,
2023-04,4.9
2023-04,4.77
2023-04,4.68
2023-04,4.65
2023-04,4.55
2023-04,4.51
2023-04,4.49
2023-04,4.47
2023-04,4.55
2023-04,4.54
2023-04,4.55
2023-04,4.66
2023-04,4.74
2023-04,4.66
2023-04,4.72
2023-04,4.79
2023-05,4.79
2023-05,4.82
2023-05,4.83
2023-05,4.95
2023-05,4.88
2023-05,4.82
2023-05,4.84
2023-05,4.87
2023-05,4.88
2023-05,4.84
2023-05,4.81
2023-05,4.78
2023-05,4.75
2023-05,4.65
2023-05,4.62
2023-05,4.57
2023-05,4.56
2023-05,4.62
2023-05,4.6
2023-05,4.55
2023-05,4.61
2023-05,4.64
2023-05,4.83
2023-06,4.81
2023-06,4.69
2023-06,4.6
2023-06,4.57
2023-06,4.48
2023-06,4.49
2023-06,4.47
2023-06,4.46
2023-06,4.39
2023-06,4.33
2023-06,4.3
2023-06,4.28
2023-06,4.25
2023-06,4.35
2023-06,4.38
2023-06,4.38
2023-06,4.49
2023-06,4.54
2023-06,4.47
2023-06,4.5
2023-06,4.42
2023-06,4.46
2023-07,4.38
2023-07,4.38
2023-07,4.4
2023-07,4.37
2023-07,4.43
2023-07,4.44
2023-07,4.41
2023-07,4.38
2023-07,4.34
2023-07,4.31
2023-07,4.38
2023-07,4.45
2023-07,4.4
2023-07,4.35
2023-07,4.38
2023-07,4.41
2023-07,4.39
2023-07,4.34
2023-07,4.3
2023-07,4.3
2023-07,4.38
2023-08,4.32
2023-08,4.4
2023-08,4.43
2023-08,4.44
2023-08,4.44
2023-08,4.54
2023-08,4.48
2023-08,4.44
2023-08,4.39
2023-08,4.38
2023-08,4.38
2023-08,4.42
2023-08,4.46
2023-08,4.53
2023-08,4.49
2023-08,4.5
2023-08,4.59
2023-08,4.56
2023-08,4.52
2023-08,4.51
2023-08,4.48
2023-08,4.47
2023-08,4.5
2023-09,4.47
2023-09,4.41
2023-09,4.39
2023-09,4.35
2023-09,4.35
2023-09,4.36
2023-09,4.3
2023-09,4.28
2023-09,4.24
2023-09,4.23
2023-09,4.15
2023-09,4.12
2023-09,4.1
2023-09,4.12
2023-09,4.18
2023-09,4.21
2023-09,4.24
2023-09,4.31
2023-09,4.33
2023-09,4.32
2023-09,4.37
2023-09,4.45
2023-10,4.42
2023-10,4.5
2023-10,4.63
2023-10,4.69
2023-10,4.74
2023-10,4.86
2023-10,4.77
2023-10,4.69
2023-10,4.62
2023-10,4.68
2023-10,4.69
2023-10,4.66
2023-10,4.71
2023-10,4.81
2023-10,4.93
2023-10,4.93
2023-10,4.83
2023-10,4.8
2023-10,4.89
2023-10,4.9
2023-10,4.88
2023-10,4.83
2023-11,4.82
2023-11,4.67
2023-11,4.65
2023-11,4.58
2023-11,4.61
2023-11,4.58
2023-11,4.55
2023-11,4.54
2023-11,4.5
2023-11,4.48
2023-11,4.4
2023-11,4.47
2023-11,4.44
2023-11,4.4
2023-11,4.41
2023-11,4.36
2023-11,4.3
2023-11,4.27
2023-11,4.32
2023-11,4.38
2023-11,4.32
2023-11,4.32
2023-12,4.35
2023-12,4.31
2023-12,4.32
2023-12,4.29
2023-12,4.28
2023-12,4.2
2023-12,4.19
2023-12,4.17
2023-12,4.17
2023-12,3.97
2023-12,3.95
2023-12,3.93
2023-12,3.94
2023-12,3.94
2023-12,3.94
2023-12,3.96
2023-12,
2023-12,3.97
2023-12,3.99
2023-12,4.0
2023-12,3.95
2023-12,3.96
2024-01,
2024-01,3.92
2024-01,4.08
2024-01,4.04
2024-01,4.08
2024-01,4.07
2024-01,4.0
2024-01,3.84
2024-01,3.78
2024-01,3.84
2024-01,3.81
2024-01,3.88
2024-01,3.88
2024-01,3.83
2024-01,3.77
2024-01,3.76
2024-01,3.73
2024-01,3.69
2024-01,3.75
2024-01,3.7
2024-01,3.74
2024-01,3.7
2024-01,3.85
2024-02,3.89
2024-02,3.75
2024-02,3.74
2024-02,3.77
2024-02,3.77
2024-02,3.71
2024-02,3.66
2024-02,3.64
2024-02,3.63
2024-02,3.63
2024-02,3.59
2024-02,3.52
2024-02,3.52
2024-02,3.54
2024-02,3.49
2024-02,3.43
2024-02,3.43
2024-02,3.37
2024-02,3.41
2024-02,3.44
2024-02,3.46
2024-03,3.46
2024-03,3.44
2024-03,3.5
2024-03,3.49
2024-03,3.49
2024-03,3.49
2024-03,3.45
2024-03,3.38
2024-03,3.32
2024-03,3.32
2024-03,3.32
2024-03,3.32
2024-03,3.35
2024-03,3.39
2024-03,3.44
2024-03,3.52
2024-03,3.47
2024-03,3.47
2024-03,3.53
2024-03,3.52
2024-03,
2024-03,3.58
2024-04,3.58
2024-04,3.58
2024-04,3.59
2024-04,3.56
2024-04,3.57
2024-04,3.53
2024-04,3.57
2024-04,3.52
2024-04,3.56
2024-04,3.68
2024-04,3.65
2024-04,3.77
2024-04,3.73
2024-04,3.68
2024-04,3.66
2024-04,3.65
2024-04,3.59
2024-04,3.55
2024-04,3.57
2024-04,3.57
2024-04,3.58
2024-04,3.5
2024-05,3.5
2024-05,3.51
2024-05,3.53
2024-05,3.55
2024-05,3.49
2024-05,3.44
2024-05,3.41
2024-05,3.39
2024-05,3.41
2024-05,3.39
2024-05,3.43
2024-05,3.37
2024-05,3.31
2024-05,3.29
2024-05,3.3
2024-05,3.28
2024-05,3.21
2024-05,3.24
2024-05,3.29
2024-05,3.24
2024-05,3.23
2024-05,3.25
2024-05,3.29
2024-06,3.21
2024-06,3.24
2024-06,3.24
2024-06,3.18
2024-06,3.13
2024-06,3.17
2024-06,3.25
2024-06,3.27
2024-06,3.32
2024-06,3.55
2024-06,3.55
2024-06,3.5
2024-06,3.47
2024-06,3.45
2024-06,3.49
2024-06,3.48
2024-06,3.48
2024-06,3.46
2024-06,3.49
2024-06,3.48
2024-06,3.53
2024-07,3.39
2024-07,3.4
2024-07,3.38
2024-07,3.33
2024-07,3.36
2024-07,3.34
2024-07,3.32
2024-07,3.34
2024-07,3.39
2024-07,3.36
2024-07,3.37
2024-07,3.4
2024-07,3.4
2024-07,3.41
2024-07,3.39
2024-07,3.34
2024-07,3.36
2024-07,3.39
2024-07,3.46
2024-07,3.47
2024-07,3.47
2024-07,3.47
2024-07,3.56
2024-08,3.6
2024-08,3.79
2024-08,4.02
2024-08,3.93
2024-08,3.78
2024-08,3.79
2024-08,3.79
2024-08,3.75
2024-08,3.78
2024-08,3.74
2024-08,3.63
2024-08,3.59
2024-08,3.57
2024-08,3.6
2024-08,3.62
2024-08,3.58
2024-08,3.59
2024-08,3.61
2024-08,3.53
2024-08,3.52
2024-08,3.5
2024-08,3.48
2024-08,3.43
2024-09,3.39
2024-09,3.44
2024-09,3.55
2024-09,3.54
2024-09,3.59
2024-09,3.59
2024-09,3.61
2024-09,3.73
2024-09,3.61
2024-09,3.59
2024-09,3.59
2024-09,3.54
2024-09,3.5
2024-09,3.44
2024-09,3.42
2024-09,3.48
2024-09,3.5
2024-09,3.47
2024-09,3.47
2024-09,3.47
2024-09,3.42
2024-10,3.45
2024-10,3.43
2024-10,3.42
2024-10,3.33
2024-10,3.31
2024-10,3.33
2024-10,3.32
2024-10,3.32
2024-10,3.29
2024-10,3.24
2024-10,3.27
2024-10,3.3
2024-10,3.25
2024-10,3.27
2024-10,3.2
2024-10,3.23
2024-10,3.25
2024-10,3.28
2024-10,3.24
2024-10,3.24
2024-10,3.19
2024-10,3.12
2024-10,3.17
2024-11,3.19
2024-11,3.19
2024-11,3.18
2024-11,3.19
2024-11,3.2
2024-11,3.21
2024-11,3.23
2024-11,3.23
2024-11,3.2
2024-11,3.19
2024-11,3.18
2024-11,3.17
2024-11,3.21
2024-11,3.2
2024-11,3.25
2024-11,3.33
2024-11,3.33
2024-11,3.33
2024-11,3.35
2024-11,3.39
2024-11,3.41
2024-11,3.31
2024-12,3.32
2024-12,3.25
2024-12,3.18
2024-12,3.09
2024-12,3.06
2024-12,3.04
2024-12,3.05
2024-12,3.05
2024-12,3.01
2024-12,2.98
2024-12,2.99
2024-12,3.02
2024-12,3.03
2024-12,3.07
2024-12,3.11
2024-12,3.1
2024-12,3.1
2024-12,
2024-12,3.1
2024-12,3.08
2024-12,3.09
2024-12,3.11
2025-01,
2025-01,3.09
2025-01,3.03
2025-01,3.01
2025-01,3.01
2025-01,3.07
2025-01,3.11
2025-01,3.11
2025-01,3.18
2025-01,3.13
2025-01,3.1
2025-01,3.07
2025-01,3.07
2025-01,3.06
2025-01,3.05
2025-01,3.01
2025-01,2.99
2025-01,2.96
2025-01,3.04
2025-01,2.99
2025-01,2.96
2025-01,2.97
2025-01,3.02
2025-02,3.14
2025-02,3.08
2025-02,3.03
2025-02,2.97
2025-02,2.96
2025-02,2.99
2025-02,2.92
2025-02,2.98
2025-02,2.97
2025-02,2.92
2025-02,2.89
2025-02,2.76
2025-02,2.74
2025-02,2.76
2025-02,2.8
2025-02,2.81
2025-02,2.81
2025-02,2.8
2025-02,2.8
2025-02,2.89
2025-03,2.8
2025-03,2.9
2025-03,2.74
2025-03,2.82
2025-03,2.89
2025-03,2.95
2025-03,2.99
2025-03,3.0
2025-03,3.1
2025-03,3.14
2025-03,3.14
2025-03,3.08
2025-03,3.07
2025-03,3.04
2025-03,3.08
2025-03,3.09
2025-03,3.08
2025-03,3.09
2025-03,3.21
2025-03,3.27
2025-03,3.28
2025-04,3.29
2025-04,3.29
2025-04,3.5
2025-04,3.79
2025-04,4.19
2025-04,4.03
2025-04,4.29
2025-04,3.95
2025-04,4.12
2025-04,4.04
2025-04,3.92
2025-04,3.91
2025-04,3.87
2025-04,
2025-04,3.87
2025-04,3.86
2025-04,3.58
2025-04,3.6
2025-04,3.54
2025-04,3.51
2025-04,3.52
2025-04,3.7
2025-05,3.7
2025-05,3.65
2025-05,3.65
2025-05,3.63
2025-05,3.62
2025-05,3.55
2025-05,3.49
2025-05,3.27
2025-05,3.23
2025-05,3.19
2025-05,3.28
2025-05,3.3
2025-05,3.32
2025-05,3.28
2025-05,3.26
2025-05,3.31
2025-05,3.42
2025-05,3.41
2025-05,3.37
2025-05,3.33
